IncidentID	Date	Location	Attack type	Weapon	Total killed	Israelis killed	Palestinians killed	Others killed	Total wounded	Israelis wounded	Palestinians wounded	Others wounded	Total casualties	Claimed by	Attributed to	Description	Context	Target type
225	18/01/05	Gaza Strip	Suicide attack	Bomb	1	0	1		6	6			7	Hamas/Qassam Brigades		"Not specified if wounded soldiers or civilians, but apparently the bomber blew himself up in a room where he'd been taken by soldiers to be searched, so I'm assuming the target was military.

Reports also did not specify if killed or wounded, with one report saying ""lightly wounded"" while saying they were evacuated by helicopter."	Still giving Abbas time to reign in violence.	Military
226	31/01/05	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""The armed wing of Hamas said it had responded by firing a total of seven mortars against the settlement of Neve Dekalim and also targeted the nearby Atzmona settlement. An Israeli military spokeswoman reported that six mortar shells had been fired in southern Gaza but without causing injuries."""	"Ceasefire continuing on condition that Israel ends operations in Gaza Strip. Hamas claims shelling only response to the shooting of a 10-yr-old girl in Rafah.

Israel responds to this incident by putting West Bank security transfer on hold (306)."	Civilian
227	01/02/05	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""Five mortar shells were fired at settlements in Gush Katif and northern Gaza on Tuesday, bringing the total number of mortars fired in the past 24 hours to thirteen.""

No injuries, though two were treated for ""shock."""	See incident 226	Civilian
228	10/02/05	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""An Israeli army spokeswoman said 22 mortars landed in the main Gush Katif settlement bloc in southern Gaza over a four-hour period as well as one makeshift Qassam rocket, named after Hamas's armed wing.
-""After a lull of several hours, three more mortars landed in the nearby Morag settlement, again without causing injuries.
-""An anti-tank shell was also fired at an Israeli army position near the settlement of Neve Dekalim, in the same area, without causing any injuries."""	"Abbas demanded ceasefire. Attacks occured ""despite the presence of thousands of Palestinian security forces in Gaza with specific instructions to prevent such attacks."""	Mixed
229	09/04/05	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""The Israeli military said that 14 mortars landed around the Gaza Strip's main settlement bloc of Gush Katif, slightly damaging a building, in an attack later claimed by Hamas in a telephone call to AFP."""	"Semi-ceasefire since January. No incidents at all in March, quiet in April, too.

Attack occured ""after Israeli soldiers shot dead three Palestinian youths"" in Jerusalem."	Civilian
230	11/04/05	Gaza Strip	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/QB + PIJ	"""...militant groups such as Hamas and Islamic Jihad responded with a volley of more than 70 rockets and mortars at Jewish settlements."""	"""...news emerged that three teenagers had been shot dead by Israeli soldiers close to the Gaza-Egypt border in disputed circumstances..."""	Civilian
231	19/05/05	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""a rocket landed in the yard of a house in Sderot, an Israeli town just outside Gaza, but did not explode. Also, a mortar shell exploded in an Israeli army base just outside Gaza, causing some damage but no injuries, and two rockets hit the Karni crossing point into Israel, the military said."""	Israel responds with attack against mortar cells (312).	Mixed
232	07/06/05	Gaza Strip	Non-suicide attack	Bomb	3	0	2	1	5				3	Hamas/Qassam Brigades		"""Two Palestinian workers and a Chinese national were killed in an attack on this Gaza Strip Jewish settlement Tuesday claimed by the Islamic militant group Hamas, Israeli army and medical sources said.""

Ganei Tal settlement."	"Settlement due to be evacuated later in the year.

Israel launches attacks against Hamas and an incursion into Gaza in response (315)."	Civilian
233	14/07/05	Israel	Non-suicide attack	Rocket	1	1	0	0	0	0	0	0	1	Hamas/QB + al-Aqsa Martyrs		"""A rocket fired from Gaza by Palestinians killed a woman in an Israeli village just outside the territory."""	"Triggered ""four Israeli air raids and a confrontation between Palestinian police and armed militants and endangering a five-month truce.""

See related incident 234."	Civilian
234	14/07/05	Gaza Strip	Non-suicide attack	Rocket					5	5			5		Hamas/Qassam Brigades	"""Rockets also (see incident 233) exploded in an army base and a Gaza settlement, slightly wounding several Israelis.""

Number of wounded not reported. 5 just my way to estimate ""several"" and to indicate that it was not ""zero."""	"""In the past, Israel has retaliated for such rocket barrages by sending tanks into northern Gaza, but it has refrained from that since a truce was declared on Feb. 8.""

It did lead to air raids, which were ""the most widespread in Gaza since the truce was declared.""

"	Mixed
235	16/07/05	Israel	Non-suicide attack	Rocket	0				0				0	Hamas/Qassam Brigades		Hamas fired rockets and mortars at Israeli targets from the Gaza Strip. No further info provided. Assuming therefore no casualties. Target unkown.	"Truce allegedly still ongoing. Israeli attacks on Gaza. Abbas condemns rocket attacks on Israel.

Pullout from Gaza to occur next month."	
236	25/08/05	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	Rocket landed in Sderot--no injuries. Assuming Hamas, as it was a Qassam, but this is not clear. Qassams, later on at least, are also shot by other groups.	Israeli pullout from Gaza.	Civilian
237	24/09/05	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1		Hamas/Qassam Brigades	Palestinian militants fired three more rockets from Gaza into an Israeli border town on Saturday, bringing the two-day total to 34, the Israeli military said.	"""came despite a deadly Israeli air strike in Gaza and a threat of more massive retaliation.""

""Israel vowed Sunday [25 September] to wage a sustained campaign against the militant Palestinian group Hamas after launching bombing raids on its Gaza Strip stronghold and arresting its leaders in the West Bank"" (321).
Then: Hamas announces end to rocket attacks (322)."	Civilian
238	26/09/05	West Bank	Kidnapping/Hostage-taking	Other/NA	1	1	0	0	0	0	0	0	1	Hamas/Qassam Brigades		"West Bank settler from Pisgat Zeev taken hostage then killed.

"" 'We had intended to exchange the Zionist hostage for Palestinian prisoners, but the occupation force's campaign of arrests in the West Bank led us to kill him,' said the armed wing of Hamas."""	"Continued heavy military action against Hamas by Israel, re-election of Sharon gov't, support for Bush for offensive against Hamas.

Israel arrests around 400 Hamas militants in three-days around this time (324)."	Civilian
240	10/06/06	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""The Ezzedine al-Qassam Brigades said it had fired seven rockets, including one at the southern Israeli town of Ashkelon.""

""An Israeli military spokesman confirmed six rockets were fired Saturday, of which one reached Israeli territory without causing damage or injury."""	"""in response to the killing Friday of 10 Palestinians in Israeli artillery fire and other raids.""

""Hamas said Saturday it had fired rockets at Israel for the first time since a one-and-a-half year truce came into effect.""

Truce thus ended by aforementioned beach attack."	Civilian
241	11/06/06	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1	All 3 together		"""Islamic Jihad, Hamas and a radical Fatah offshoot, the Al-Aqsa Martyrs' Brigades, all claimed responsibility for a series of early morning rocket attacks on southern Israel.
One landed on a house in Sderot, the home town of Peretz, leaving the owner seriously injured."""	Recently broken cease-fire after an alleged Israeli attack on Hamas militant killed several Palestinians on a Gaza beach.	Civilian
242	12/06/06	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""No one was wounded by any of the nine missiles which were detected as having been fired from northern Gaza which mostly fell harmlessly in the southern Negev desert."""	"""Hamas, which has largely held off such attacks since the start of last year, announced a resumption of the rocket firing in response to the killing of eight Palestinians on a beach in Gaza, apparently the result of Israeli shelling."""	Civilian
243	25/06/06	Israel	Non-suicide attack	Rocket	4	2	2	0	4	4	0	0	8	Hamas + other		"Hamas, the Popular Resistance Committees, and the ""previously unknown"" Army of Islam group claimed joint responsibility.

""Militants tunneled into Israel and launched... grenades and rockets at an army border post near southern Gaza."""	"""The militant groups said the dawn assault was revenge for the 22 civilians killed in an alleged Israeli shelling and botched air strikes since the start of June.""

Soldier also abducted, see incident 244.

Israel vows revenge."	Military
244	25/06/06	Israel	Kidnapping/Hostage-taking	Other/NA					1	1			1	Hamas + other		"Gilad Shalit abducted. Hamas, the Popular Resistance Committees, and the ""previously unknown"" Army of Islam group claimed joint responsibility.

Additional context (no room left!): Israel vows to respond harshly, ends up attacking a power station and two bridges, knocking out power to most of Gaza Strip (332). Assault continues..."	"-See incident 243, of which this is part.
-Somewhat oddly, Hamas deputy PM al-Shaer demanded the soldier's release.
-"" 'The occupation will not get any information about the missing soldier, except after committing to first immediately release all women prisoners from Israeli prisoners,' the three groups said in a statement.
'Secondly, (we demand) the immediate release of all children under 18 years,' they added."""	Military
245	04/07/06	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades	Hamas/Qassam Brigades	Rocket hits ASHKELON for the first time; hits a school (must have been empty).	"Hamas + 2 others continue to hold Shalit among heavy Israeli attacks on Gaza as a result of hostage-taking.

Israel approves invasion of Gaza and creation of buffer zone next day (334)."	Civilian
246	30/07/06	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		"""Rockets fired from the Gaza Strip hit a factory in the southern town of Sderot on Sunday, injuring one person.""

""The militant group Hamas took responsibility for firing rockets toward Israel at about the same time Sderot was hit."""	"""Israel on June 28 launched a military offensive in the Gaza Strip in part to stop the firing of the rockets."""	Civilian
247	15/11/06	Israel	Non-suicide attack	Rocket	1	1			2	2			3	Hamas/QB + PIJ		"Rocket struck a woman in Sderot, ""150 yards from the home of Israeli Defense Minister Amir Peretz.""

""The rocket also badly wounded a member of the minister's security detail. Another rocket fired later at Sderot seriously wounded a teenager, the rescue service said."""	"Peretz promises harsh response.

""Israel's latest military operation against rocket squads, an offensive in Beit Hanoun, ended last week.... For more than a week, troops backed by attack helicopters and tanks went after rocket squads in the town. They killed about 50 militants and at least seven civilians.... One Israeli soldier died in the offensive."""	Civilian
248	19/11/06	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		Rockets fired at Sderot, 1 person taken to hospital w/ shrapnel injuries.		Civilian
249	23/11/06	Gaza Strip	Suicide attack	Bomb	1	0	1	0	3	3			4	Hamas/Qassam Brigades		"""""Troops saw a woman approaching them in a suspicious manner and identified her carrying an explosive device,"" an army spokeswoman said.

""They then threw a stun grenade in her direction but she managed to blow herself up,"" she added, adding that three soldiers were lightly hurt.""

57-yr-old woman was grandmother of 41!"	"""The operation came two weeks after the radical faction threatened to resume suicide bombings in response to a botched Israeli shelling in the Gaza town of Beit Hanun that killed 19 Palestinians, mostly women and children."""	Military
250	26/11/06	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/QB + PIJ		"Two rockets hit Sderot in the morning. Hamas and PIJ issued competing claims of responsibility.

Hamas govt condemned the launch, saying it violated the ceasefire."	"Ceasire agreed among Palestinian factions, with Israel saying it would pull out of Gaza if the rockets stopped.
"" 'We will have to discuss any violation of this (ceasefire) agreement,' [Ghazi] Hamad said. 'Everyone is included in this agreement which is signed by everyone, including by Islamic Jihad....'
""Islamic Jihad, however, renounced the ceasefire after Israel launched fresh operations in the West Bank overnight"" (340)."	Civilian
251	19/03/07	Israel	Non-suicide attack	Gun	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		"""An Israeli electricity worker was shot and wounded by Palestinian gunfire at the Karni crossing between Israel and the Gaza Strip on Monday in an attack claimed by the armed wing of Hamas.

The civilian employee of an electricity company was shot as he repaired a high voltage line near the crossing, the army said."""	Lots of Hamas-Fatah fighting. Gilad Shalit poker continues.	Civilian
252	24/04/07	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""Hamas militants claimed they launched 41 rockets and 54 mortar shells on Tuesday. The Israeli military said it could confirm only six rockets and eight mortars. Two of the rockets fell in Israel, the army said, causing no casualties or damage."""	"""retaliating for deadly Israeli raids in the Palestinian territories""

Truce since November: ""Israel stopped most of its military activity but kept Gaza in a stranglehold by closing vital crossings, citing security threats. And while Hamas rocket squads stayed on the sidelines, other groups, like Islamic Jihad, kept up fire of homemade rockets almost daily at Israeli towns and villages just outside Gaza."""	Civilian
253	15/05/07	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2	Hamas/Qassam Brigades		"Five rockets launched, hitting a house and a school. Assume school was in Sderot, house definitely was. Mother in house seriously wounded, son moderately. 15 others treated for ""shock"" (I count only physical wounding here)."	"""...retaliation for Israel's killing a militant during an attack near a border crossing earlier Tuesday and also to commemorate the May 15 founding of Israel in 1948, known to Palestinians as al-Naqba, of 'the catastrophe.' ""

""Israel hit back with airstrikes at open spaces in northern Gaza, the military said. Palestinian officials said no one was hurt."""	Civilian
254	16/05/07	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2	Hamas/Qassam Brigades		2 women in Sderot injured, one seriously, one moderately.	"""The attack came hours after an Israeli air raid killed two people and wounded 30 in the Hamas training camp in Gaza's southern town of Rafah in response to the continuing rocket attacks."""	Civilian
255	21/05/07	Israel	Non-suicide attack	Rocket	1	1	0	0	2	2	0	0	3	Hamas/QB + PIJ		"Rocket hits Sderot car, kills woman who was approaching car (dies of injuries on way to hospital) and wounds two others.

1st Israeli killed in rocket attack since November."	Heavy Israeli attacks on Hamas Gaza targets in response to previous rocket fire.	Civilian
256	25/05/07	Israel	Non-suicide attack	Rocket	0	0	0	0	3	3	0	0	3	Hamas/Qassam Brigades		Rocket hits courtyard of home in Sderot, wounding 3.	Israeli planes pound Gaza.	Civilian
258	03/06/07	Israel	Non-suicide attack	Rocket	0	0	0	0	4	4			4	Hamas/Qassam Brigades		4 soldiers at an Israeli army base at the Erez crossing were wounded, one seriously.	The attack came shortly Prime Minister Ehud Olmert said he would not negotiate a cease-fire with Palestinian militants firing rockets.	Military
259	06/07/07	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		2 rockets fired, no injuries or damage.	Hamas now controls Gaza.	Civilian
260	26/10/07	West Bank	Non-suicide attack	Gun	0	0	0	0	1	1	0	0	1	Hamas + other		"""Palestinian gunmen fired at a bus stop near the settlement of Ariel. A previously unknown offshoot of Fatah, the movement headed by Palestinian President Mahmoud Abbas, had taken responsibility for the shooting. But Hamas said Friday in a statement on its Web site that it was responsible.""

Israeli soldier seriously wounded.

AFP asserts Hamas claim more credible."		Military
261	30/12/07	West Bank	Non-suicide attack	Gun	3	2	1						3	Hamas/QB + PIJ		Gun attack on 3 settlers hiking near Hebron. 2 killed, who shot back before dying, killing one of the Palestinians.	"""It was the deadliest attack in the occupied West Bank since at least the start of the year."" --a long time"	Civilian
262	04/02/08	Israel	Suicide attack	Bomb	3	1	2		40				43	Hamas/Qassam Brigades		"""A suicide bomber died in Monday's attack in a shopping centre in the southern city of Dimona as well as the woman civilian. A second bomber was shot by police, medics said.""

NB: J. Post says 40 wounded (source 355), but often includes those suffering from pyschological ""shock"" as wounded, which I have not done in other incidents as my most important source throughout the conflict, the AFP, counts only the physically injured."	"First Hamas claim of suicide bombing since Novemer 2006 (see incident 249).
""The Israeli military pounded Hamas in its Gaza Strip bastion on Tuesday killing nine militants.""
""Hamas responded to the repeated ground and air raids against its fighters in Gaza with a salvo of a dozen rockets against the southern Israeli town of Sderot"" (see incident 263)."	Civilian
263	05/02/08	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2		Hamas/Qassam Brigades	"""Hamas [launched] a dozen rockets against the southern Israeli town of Sderot, one of which slammed into a house wounding two civilians, security sources said."""	Response to repeated ground and air raids against it by IDF in Gaza (see incident 262).	Civilian
264	06/02/08	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2		Hamas/Qassam Brigades	"""A rocket fired from Gaza Wednesday wounded two young sisters as they played outside their home.""

Not clear if Hamas claimed responsibility, article says Hamas ALSO claimed responsibility for Monday's suicide attack (incident 262), implying it had also done so for rockets. In any case, rockets def. attributed to Hamas."	"""Israel's air force attacked Gaza militants and a top Israeli Cabinet Minister declared an all-front war on Hamas rapid-fire incidents that threatened to bury U.S.-led Mideast peace efforts."""	Civilian
265	09/02/08	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2		Hamas/Qassam Brigades	"""Almost 29 rockets were fired toward southern Israel on Friday, the army said.... Two buildings were hit, including a house, Israeli media reported. Two people were injured, medics said."""	"""The Islamic Hamas said Friday the cutback in the power supply would not force it to stop the attacks."""	Civilian
266	27/02/08	Israel	Non-suicide attack	Rocket	1	1	0	0	1	1	0	0	2	Hamas/Qassam Brigades		"""A Palestinian rocket slammed into a college campus in southern Israel on Wednesday, killing one man and lightly wounding a second person, Israeli medical officials said."""	"""The rocket barrage came hours after an Israeli airstrike killed five Hamas militants in the Gaza Strip.""

In general, heavy Israeli crackdown on Hamas. Threat exchanges back and forth (Israel will target Hamas political leaders, Hamas will kill Shalit if it does, etc.) (see incident 267)."	Civilian
267	28/02/08	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	0		Hamas/Qassam Brigades	"""Several Grad rockets slammed into Ashkelon... on Thursday, including one... that landed near a school, wounding a 17-year-old girl.""

Talk in article refers to Hamas smuggling these rockets and possessing only a few. It thus seems that they attribute any Grad rocket to Hamas. No claim of responsibility (CoR) in report.

A Grad rocket hit the day before, too. Again, no CoR."	"""On Thursday, Israel carried out more than 10 airstrikes in northern and central Gaza, beginning just after midnight and stretching well into the afternoon, Palestinians said. The army said it was targeting rocket squads, and blamed militants for operating in populated areas. Civilian casualties were unintended, the army said."""	Civilian
268	01/03/08	Israel	Non-suicide attack	Rocket	0	0	0	0	6	6	0	0	6		Hamas/Qassam Brigades	"Six people were wounded in Ashkelon on Saturday, after one rocket landed next to City Hall and another in the marina area.

Talk in report is of Hamas's improved rocket capabilities. Seems assumption is these rockets were launched by Hamas."	"""The army over the weekend installed its ""Code Red"" siren system in Ashkelon to alert of any future incoming rockets and on Sunday, Israeli emergency services began providing first-aid courses to instruct residents how to act in the event of an attack."""	Civilian
269	02/03/08	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1		Hamas/Qassam Brigades	Another (see incident 268) rocket struck Ashkelon on Sunday. One person was slightly wounded, medics said.	See incident 268.	Civilian
271	04/04/08	Israel	Non-suicide attack	Gun	0	0	0	0	1	1	0	0	1	Hamas + other		"Hamas and a ""hitherto unknown group"" claimed responsibility for a shooting attack on Israeli minister Avi Dichter's aide Mati Gil ""when they opened fire from the Gaza Strip on an Israeli kibbutz that the minister was visiting."""	Tentative calm, but overall tensions high. Just 8 months before 2008-9 Gaza War (Operation Cast Lead).	Govt
272	19/04/08	Israel	Suicide attack	Bomb	4	0	4	0	13	13	0	0	17	Hamas/Qassam Brigades		"Hamas rigged two jeeps disguised as those of Israeli army with explosives and drove them at the Kerem Shalom crossing. One exploded near an army watchtower, the other near a patrol. Of wounded, 8 hospitalized.

Heavy mortar fire directed at area as cover, too. Morning fog also helped Hamas."	Just before start of Passover	Military
273	09/05/08	Israel	Non-suicide attack	Mortar	1	1	0	0	3	3	0	0	4	Hamas/Qassam Brigades		"Mortar fire on Kfar Aza, a communal farm in s. Israel.

""Abu Obeida, a spokesman for Hamas' military wing, said militants had targeted an Israeli military position, but the mortar went astray."" Have thus indicated target as military, even though it did not work out that way."	"""Asked if the deadly attack Friday wouldn't make it more difficult for Egypt to conclude a truce, Abu Obeida replied, 'We will continue to fire until the last moment' before a cease-fire is completed. Israel has not publicly acknowledged truce efforts, though it has said that if militants halt their fire, the military will stop its Gaza raids."""	Military
274	05/06/08	Israel	Non-suicide attack	Rocket	1	1	0	0	4	4	0	0	5	Hamas/Qassam Brigades		Gaza rocket hits a kibbutz in s. Israel. 3 seriously wounded.	Ongoing Gaza blockade.	Civilian
275	12/06/08	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1		Hamas/Qassam Brigades	"""More than 50 mortar shells, Kassam and Katyusha rockets were fired into Israel from Gaza.""
One woman at a Kibbutz was injured."	"Immeditely followed powerful explosion at the home of a Hamas operative in Gaza, which Hamas blamed on Israel (the IDF denied responsibility).
""Prime Minister Ehud Olmert's spokesman, Mark Regev... said that the fact Hamas fired dozens of mortars the day after Israel declared it wanted to give the Egyptian cease-fire track an additional chance 'shows who we are up against. This shows who Hamas is. They are committed to violence, not dialogue.' "" -Shows official attribution to Hamas."	Civilian
276	05/11/08	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""More than 50 rockets and mortar rounds were fired from the Gaza Strip on Tuesday night and Wednesday morning, the Israeli army said. One of the rockets hit a residential area of the Israeli city of Ashkelon, a spokesman said. There were no immediate reports of casualties from the attacks on southern Israel."""	"""Dozens of rockets and mortar rounds were fired at Israel on Wednesday after Israeli forces killed six militants in the Gaza Strip, in the most serious incidents since a truce went into effect in June."""	Civilian
277	14/11/08	Israel	Non-suicide attack	Rocket	0	0	0	0	1	1	0	0	1	Hamas/Qassam Brigades		Hamas launched rocket barrages at Ashkelon and Sderot, lightly wounding one in the latter.	"""Hamas claimed responsibility for the rocket fire, and said it fired deep into Israel to demonstrate the price the Jewish state would pay if the truce collapsed."""	Civilian
278	28/11/08	Israel	Non-suicide attack	Mortar	0	0	0	0	8	8	0	0	8	Hamas/Qassam Brigades		"""mortar shells were fired from Hamas-ruled Gaza late Friday at an army base along Israel's border with territory. The Israeli military said eight soldiers were hurt, including two who were in serious condition.""

Rival claim of responsibility between Hamas and Pop. Resistance Committees. ""Some militants belong to both groups.... It was not immediately possible to confirm either claim."""	"""The attack came after more than three weeks of renewed cross-border fighting. Israel and Hamas had agreed to a cease-fire in June, but the truce started to unravel in early November, following an Israeli cross-border raid. Israel has kept Gaza's borders closed since Nov. 5 to try to pressure militants to halt the attacks."""	Military
279	24/12/08	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""Hamas gunmen launched more than 70 projectiles""

Two were Grads, which hit a house and an amusement park in Ashkelon. Strikes on Ashkelon usually provoke a heavy Israeli response."	"""Israel... retaliated with a deadly air raid.""

Hamas: retaliation for deadly air raid on previous day."	Civilian
280	27/12/08	Israel	Non-suicide attack	Rocket	1	1	0	0	4	4	0	0	5		Hamas/Qassam Brigades	"Israeli man killed when rocket hits his home in Netivot.
Some confusion here: earlier report said a woman was injured. Later report says a man was killed and that medics had previously said it was a woman. Not 100% certain these are one and the same incident, but pretty sure.
-""Hamas radio said militants had launched dozens of projectiles. In a statement, Hamas's military wing said it had fired off four. The Israeli army said three rockets and two mortars had fallen within Israel.""
-Also can't be 100% sure that it was those rockets who killed the man, but they seem to be the only ones, hence attributing to Hamas/QB."	Cast Lead begins today in Gaza.	Civilian
281	28/12/08	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""In Gaza, Hamas said it had fired two longer-range Grad rockets towards the southern Israeli city of Ashdod, 30 kilometres (18 miles) north of the coastal strip. There was no immediate confirmation from the Israeli side of whether the rockets hit.""

Many other rockets, too, not clear how many of them fired by Hamas. No casualties reported from them, either."	Cast Lead going on since yesterday.	Civilian
282	29/12/08	Israel	Non-suicide attack	Rocket	1	1	0	0	8	8			9		Hamas/Qassam Brigades	"""An Israeli Arab was killed and eight other people were wounded when one of the projectiles slammed into a construction site in the southern city of Ashkelon some 13 kilometres north of the Gaza border.""

""Hamas militants... [fired] some 20 rockets into Israel"" on Dec 29."	Day 3 of Operation Cast Lead	Civilian
283	29/12/08	Israel	Non-suicide attack	Rocket	2	2	0	0	9	9	0	0	11		Hamas/Qassam Brigades	"Two incidents: ""Rockets killed an Ashdod woman at a bus stop and a person near Nahal Oz.""
""Five other people were also wounded, two seriously when the Kassam rocket struck near Nahal Oz. Four people were wounded - one seriously and three lightly - by the rocket that hit the Ashdod bus stop."""	Cast Lead in its third day.	Civilian
284	30/12/08	Israel	Non-suicide attack	Rocket	4	4	0	0	8	8	0	0	12		Hamas/Qassam Brigades	The way the report is written, it is difficult to distinguish whether the number of dead and wounded refer to new attacks on the 30th or include those already mentioned on the 29th. In any case, a solder was also killed by a mortar (is among the 4 listed above), the first to be killed during Cast Lead.	Operation Cast Lead in its 4th day.	Mixed
285	31/12/08	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades	Hamas/Qassam Brigades	"""Hamas militants fired two rockets deep into Israel on Wednesday, both hitting near the desert city of Beersheva some 40 kilometres (24 miles) from the border of the Gaza Strip, the army said. The Grad-type rockets caused no injuries or damage, the Israeli media said."""	Cast Lead continues	Civilian
286	31/12/08	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	A Katyusha rocket exploded in the penalty area of third division Hapoel Ashkelon's stadium on Monday, just minutes before the players were about to begin their training session.	Cast Lead ongoing	Civilian
287	01/01/09	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""The Ezzedine Al-Qassam Brigades said in a statement they had fired a Grad-type rocket at the Hatzerim air force base west of the city Beersheva, some 40 kilometres (24 miles) from the Gaza border."""	"""Militants in Gaza have fired more than 250 rockets at Israel since the start of the Jewish state's massive bombardment of Hamas targets in Gaza on Saturday.""
Note that the ones listed in this database are a fraction of this total, either because Hamas has not launched most of them or simply because many could not be attributed to Hamas and were not immediately claimed by Hamas or were simply ignored by news media."	Military
288	09/01/09	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Hamas continued to bombard residents of southern Israel. Rockets hit Friday morning in and around Beersheba and Ashkelon, which like other cities in Israel's south have largely been paralyzed since the fighting began on Dec. 27."""	Cast Lead ground offnseive continues	Civilian
289	14/01/09	Israel	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Hamas targeted a civilian area in southern Israel with a phosphorous mortar on Wednesday.... The mortar landed in open territory near a kibbutz in the Eshkol Regional Council.""

""By Wednesday evening, Hamas had fired 17 rockets at Israel, with two landing in the southern Coastal Plain region. Ashdod, Ashkelon, Beersheba and Sderot also came under rocket fire throughout the day. No injuries were reported during the rocket attacks."""	Cast Lead ongoing	Civilian
290	18/01/09	Israel	Non-suicide attack	Rocket	0	0	0	0	2	2	0	0	2		Hamas/Qassam Brigades	Hamas fired 19 rockets at southern Israel on Sunday. One struck the yard of a home in Ashdod and caused two shrapnel injuries.	Day of unilateral cease-fires on both sides. Unlcear if attack before or after cease-fire, but I would guess before. Rockets were definitely launched afterwards, as well, but there is no suggestion that Hamas launched them.	Civilian
291	21/01/09	Israel	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0		Hamas/Qassam Brigades	"""Hamas gunmen fired mortar shells into Israel and opened fire on IDF troops who remained inside the Palestinian territory."""	Israel on penultimate day of troop withdrawal.	Mixed
292	28/01/09	Gaza Strip	Non-suicide attack	Rocket	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""Hamas said it had fired three mortar rounds against an Israeli army unit operating inside the Gaza Strip on Wednesday.""

3 rounds fired (token response, thus can be classified under strategic definition of terrorism)."	Truce in effect for 10 days.	Military
293	06/05/09	Gaza Strip	Non-suicide attack	Mortar	0	0	0	0	0	0	0	0	0	Hamas/Qassam Brigades		"""The Ezzedine Al-Qassam Brigades, said in a statement that it fired four mortar rounds at Israeli soldiers who had entered the territory east of the Al-Bureij refugee camp. An Israeli army spokewoman however, said that five mortar shells had been fired from Gaza into Israel without causing injuries or damage."""	Gaza War ended on Jan 21	Military
294	31/08/10	West Bank	Non-suicide attack	Gun	4	4	0	0	0	0	0	0	4	Hamas/Qassam Brigades		"""Four Israelis were shot dead near the West Bank Jewish settlement of Kiryat Arba after nightfall."""	"""Hamas... is vehemently opposed to the talks which Netanyahu and Palestinian president Mahmud Abbas are to relaunch in Washington on Wednesday"" (i.e. the following day)."	Civilian
